steps,currentTime,done,speed,reward,gap,fuel,world_position_y,world_position_x,RPM,steerAngle,brakeStatus,accStatus,actualGear,packetId,velocity_x,velocity_y,velocity_z,yaw,roll,angular_velocity_y,angular_velocity_x,LapCount,LapDist,going_backwards,current_action_abs_0,current_action_abs_1,current_action_abs_2,actions_0,actions_1,actions_2,rl_point,out_of_track
2222,6.93,0,68.89353942871094,0.8116324635196768,0.21903374031855571,29.819683074951172,-161.90980529785156,-38.00061798095703,7248.40380859375,-3.1500000953674316,0.0,1.0,7,23687,6.85115909576416,0.4316200315952301,-68.55067443847656,3.039780855178833,0.015085991472005844,-0.06342995166778564,0.019313713535666466,1,454.3885414203796,0.0,-0.01163114622613648,1.0,-1.0,-0.3609931170940399,0.7471426725387573,-0.5144405364990234,287,0.0
2223,6.969,0,68.93415832519531,0.8119983346078373,0.2206680354715617,29.8195743560791,-161.63589477539062,-40.74349594116211,7263.5986328125,-18.135000228881836,0.0,1.0,7,23691,6.822358131408691,0.33890047669410706,-68.59488677978516,3.038652181625366,0.012963700108230114,0.01794031448662281,0.0259261317551136,1,457.07870782233294,0.0,-0.06705300897738198,1.0,-1.0,-0.4156639575958252,0.6096460819244385,-0.06432805210351944,288,0.0
2224,7.011,0,68.9783935546875,0.8122199415998665,0.22500931460629287,29.8194580078125,-161.3638153076172,-43.48820877075195,7262.24267578125,3.194999933242798,0.0004116599156986922,1.0,7,23695,6.823144435882568,0.3021368980407715,-68.63943481445312,3.040985345840454,0.010502075776457787,0.05116749182343483,-0.04279279708862305,1,459.97233146636063,0.0,0.011715058084519114,1.0,-0.9222517758607864,0.5907604694366455,0.9650211334228516,0.16197547316551208,290,0.0
2225,7.05,0,69.02552795410156,0.8120260673064889,0.2358586544032746,29.819351196289062,-161.09060668945312,-46.23468780517578,7255.0908203125,-8.279999732971191,0.0,1.0,7,23699,6.806673049926758,0.3738354742527008,-68.6880874633789,3.0427134037017822,0.012519165873527527,0.054876554757356644,-0.03872046247124672,1,462.66421408292445,0.0,-0.03066176563879708,1.0,-1.0,-0.31782615184783936,0.8809165954589844,-0.40271931886672974,292,0.0
2226,7.089,0,69.0708236694336,0.8115292976913462,0.2507655971318907,29.819244384765625,-160.81922912597656,-48.983238220214844,7261.22705078125,5.805000305175781,0.0,1.0,7,23703,6.785346508026123,0.41160428524017334,-68.7354965209961,3.044910430908203,0.012186973355710506,0.03719779849052429,0.023063015192747116,1,465.3549382546262,0.0,0.021390925940067973,1.0,-1.0,0.3903951644897461,0.5157912969589233,-0.049213822931051254,293,0.0
2227,7.131,0,69.11348724365234,0.8106063431216384,0.2713725576611295,29.819128036499023,-160.54689025878906,-51.75080490112305,7276.74462890625,-16.604999542236328,0.0,1.0,7,23707,6.696484088897705,0.37645581364631653,-68.78727722167969,3.0461745262145996,0.011360113508999348,0.06019068509340286,0.027943899855017662,1,468.2576578360895,0.0,-0.061399515871016774,1.0,-1.0,-0.6209282875061035,0.002282451605424285,-0.40209609270095825,295,0.0
2228,7.17,0,69.1431655883789,0.8095729073444758,0.2913531589802836,29.81903076171875,-160.28121948242188,-54.51536178588867,7264.91796875,-9.13499927520752,0.0,0.8758000135421753,7,23711,6.531621932983398,0.3586982190608978,-68.8330307006836,3.050032138824463,0.007482943125069141,0.12002507597208023,-0.003908926621079445,1,470.9554613930595,0.0,-0.03379537739238003,0.7515853643417358,-1.0,0.2070310264825821,-0.5175305008888245,-0.9183064699172974,297,0.0
2229,7.209,0,69.15921020507812,0.8085010419531358,0.30956803069780797,29.81894302368164,-160.02346801757812,-57.26985549926758,7254.4150390625,-5.534999847412109,0.0,0.767300009727478,7,23715,6.358654499053955,0.36747148633003235,-68.86529541015625,3.0550479888916016,0.0056290896609425545,0.1273810863494873,-0.0017205288168042898,1,473.64983252080856,0.0,-0.02054074980696896,0.5346068739891052,-1.0,0.09940969944000244,-0.4520385265350342,-0.39135921001434326,299,0.0
2230,7.251,0,69.16056060791016,0.8073818694988545,0.3259785287727828,29.81886100769043,-159.7732696533203,-60.024967193603516,7246.724609375,-2.924999952316284,0.0018890762003138661,0.5702499747276306,7,23719,6.154706954956055,0.3449952006340027,-68.88529205322266,3.0599851608276367,0.00657833693549037,0.10644353926181793,0.026886960491538048,1,476.5518227110624,0.0,-0.01081185896327952,0.14049911499023438,-0.8533395826816559,0.07296667993068695,-0.8210578560829163,0.305542528629303,300,0.0
2231,7.29,0,69.13782501220703,0.8061161904166045,0.3404461989616242,29.818803787231445,-159.52923583984375,-62.801334381103516,7224.97998046875,-3.2849998474121094,0.0,0.3825500011444092,7,23723,5.948891639709473,0.3194813132286072,-68.88067626953125,3.0637929439544678,0.007706544362008572,0.09273619949817657,0.005195799749344587,1,479.251514104104,0.0,-0.012028769277094398,-0.23486080765724182,-1.0,-0.009126827120780945,-0.7819998264312744,-0.5098684430122375,302,0.0
2232,7.332,0,69.10381317138672,0.8050319641783288,0.35039736256316856,29.81873893737793,-159.29588317871094,-65.55615997314453,7235.70751953125,11.699999809265137,0.0,0.5128499865531921,7,23727,5.739226341247559,0.3510582447052002,-68.86418151855469,3.0672435760498047,0.0072121829725801945,0.0536142997443676,-0.010701445862650871,1,482.14972862221475,0.0,0.043279028810502496,0.02566152811050415,-1.0,0.414808452129364,0.5427548885345459,-0.6671240329742432,304,0.0
2233,7.371,0,69.08531951904297,0.8044299762103281,0.35599253487433635,29.818681716918945,-159.0683135986328,-68.31066131591797,7214.287109375,-9.044999122619629,0.0,0.36945000290870667,7,23731,5.603786945343018,0.36753153800964355,-68.856689453125,3.067509889602661,0.008552544750273228,-0.0032934590708464384,0.015904713422060013,1,484.84778961137636,0.0,-0.033464104555605445,-0.26107218861579895,-1.0,-0.5755734443664551,-0.5973619222640991,-0.9523358345031738,306,0.0
2234,7.41,0,69.06340789794922,0.804208933018105,0.3554988452577455,29.818613052368164,-158.84835815429688,-71.0646743774414,7239.1787109375,-8.369999885559082,0.0,0.5845500230789185,7,23735,5.401915550231934,0.3332136571407318,-68.85102081298828,3.068275213241577,0.007566454354673624,0.039979852735996246,0.01448837947100401,1,487.540787767437,0.0,-0.03100419199472526,0.16910576820373535,-1.0,0.018449343740940094,0.8962041139602661,-0.7227323651313782,307,0.0
2235,7.452,0,69.04875946044922,0.8043215893282718,0.35139696044817326,29.81854248046875,-158.63465881347656,-73.81868743896484,7226.7109375,15.84000015258789,0.0,0.4578999876976013,7,23739,5.336889743804932,0.309315949678421,-68.84150695800781,3.0695836544036865,0.008140146732330322,-0.015242315828800201,-0.012537011876702309,1,490.43891647481723,0.0,0.05868572586769005,-0.0841265618801117,-1.0,0.6726743578910828,-0.5275673866271973,-0.25730785727500916,309,0.0
2236,7.491,0,69.02323913574219,0.8042592815081849,0.34799276912351335,29.8184871673584,-158.41693115234375,-76.63652801513672,7214.150390625,-11.385000228881836,0.0,0.40345001220703125,7,23743,5.253498554229736,0.32234200835227966,-68.822265625,3.0679309368133545,0.012588412500917912,-0.022522466257214546,-0.0122914994135499,1,493.1342744259673,0.0,-0.04213494962459663,-0.19311197102069855,-1.0,-0.7561550140380859,-0.2270529419183731,-0.4774097204208374,311,0.0
2237,7.533,0,69.00765228271484,0.8045537197787979,0.3410941661563551,29.818410873413086,-158.20774841308594,-79.40242767333984,7228.6669921875,7.244999408721924,0.0,0.5784000158309937,7,23747,5.2017107009887695,0.3425979018211365,-68.81047058105469,3.067789316177368,0.011807765811681747,-0.017137812450528145,-0.002357472898438573,1,496.0327892816349,0.0,0.026755160033644643,0.15678001940250397,-1.0,0.5166757702827454,0.7289416790008545,-0.39646756649017334,313,0.0
2238,7.572,0,69.0086898803711,0.8049955118476269,0.3348674892522382,29.818334579467773,-157.9993133544922,-82.15653991699219,7233.5341796875,-4.049999713897705,0.0,0.6680499911308289,7,23751,5.194464206695557,0.3381386697292328,-68.81208038330078,3.066601514816284,0.013569099828600883,-0.02403571642935276,0.011994980275630951,1,498.7211536582472,0.0,-0.014910036385117564,0.336088165640831,-1.0,-0.31248894333839417,0.3735586404800415,-0.28299659490585327,314,0.0
2239,7.611,0,69.01341247558594,0.8056291071580792,0.32648497937879606,29.818252563476562,-157.7923126220703,-84.90921020507812,7242.47216796875,-3.9600000381469727,0.0,0.763949990272522,7,23755,5.158923625946045,0.31803077459335327,-68.81958770751953,3.0663299560546875,0.014141194522380829,0.0068152849562466145,-0.0035155650693923235,1,501.41209235677525,0.0,-0.014611883503675926,0.5278735160827637,-1.0,0.002236146479845047,0.3995528221130371,-0.9225510358810425,316,0.0
2240,7.653,0,69.0332260131836,0.8066106238029841,0.3156174151713259,29.81814956665039,-157.587158203125,-87.66239929199219,7254.45361328125,-16.3799991607666,0.010484129190444946,0.9348000288009644,7,23759,5.067079544067383,0.324718713760376,-68.84624481201172,3.067749500274658,0.011878651566803455,0.07428130507469177,-0.017505275085568428,1,504.31313862899333,0.0,-0.06067384262132691,0.869562566280365,-0.7006209194660187,-0.34546467661857605,0.7118521928787231,0.6237064599990845,318,0.0
2241,7.692,0,69.0644302368164,0.8080645473593566,0.2998448754508239,29.81804847717285,-157.3866424560547,-90.41694641113281,7261.671875,1.350000023841858,0.0,0.9530500173568726,7,23763,4.979664325714111,0.33804166316986084,-68.88384246826172,3.0716826915740967,0.008576112799346447,0.0955871045589447,-0.009457369334995747,1,507.00648002797607,0.0,0.0050085238690371625,0.9060407914221287,-1.0,0.49261772632598877,0.07599630206823349,-0.9357727766036987,320,0.0
2242,7.731,0,69.10082244873047,0.8096280202143697,0.28338084087095605,29.817941665649414,-157.18692016601562,-93.17300415039062,7270.7626953125,34.290000915527344,0.0,1.0,7,23767,5.058404922485352,0.35294094681739807,-68.9145278930664,3.073276996612549,0.012477288022637367,-0.04765840992331505,-0.009387364611029625,1,509.7025673703356,0.0,0.12695275764417602,1.0,-1.0,0.9145817160606384,0.37550055980682373,-0.73688805103302,321,0.0
2243,7.773,0,69.13179016113281,0.8107372502967435,0.2725841699300426,29.817832946777344,-156.97906494140625,-95.95408630371094,7267.12158203125,16.065000534057617,0.0006030765362083912,0.9090999960899353,7,23771,5.231433391571045,0.37231889367103577,-68.93256378173828,3.0670948028564453,0.02142231911420822,-0.200372576713562,-0.0058534592390060425,1,512.6039139801105,0.0,0.05949537228298141,0.8182280212640762,-0.9088446572422981,-0.5059303641319275,-0.3786916434764862,0.18990696966648102,323,0.0
2244,7.812,0,69.16674041748047,0.8114633555237101,0.2680121887220023,29.81772804260254,-156.7665557861328,-98.71175384521484,7279.9716796875,4.364999771118164,0.0,1.0,7,23775,5.394460678100586,0.3850691020488739,-68.9549789428711,3.0586931705474854,0.021324975416064262,-0.2076757699251175,0.0036460612900555134,1,515.3005590922185,0.0,0.016184730040549766,1.0,-0.9908530786633492,-0.3248297870159149,0.7088812589645386,-0.17085088789463043,325,0.0
2245,7.851,0,69.20840454101562,0.8118974203954401,0.26880310592512363,29.817611694335938,-156.5467071533203,-101.48747253417969,7284.14404296875,-17.86499786376953,0.0,1.0,7,23779,5.494750022888184,0.3767503499984741,-68.98890686035156,3.052117347717285,0.01606260985136032,-0.09350541234016418,0.012169196270406246,1,517.9976761633443,0.0,-0.06613601226854371,1.0,-1.0,-0.6174055337905884,0.8281062841415405,-0.13292494416236877,327,0.0
2246,7.893,0,69.23912811279297,0.8120297922182664,0.2720967991474214,29.817516326904297,-156.32510375976562,-104.24761962890625,7270.8623046875,3.6450002193450928,0.0,0.8464499711990356,7,23783,5.631105422973633,0.36817437410354614,-69.00878143310547,3.0511884689331055,0.013522634282708168,-0.011366395279765129,-0.008579680696129799,1,520.907003171058,0.0,0.01346385996293975,0.6928755640983582,-1.0,0.5969989895820618,-0.6398425698280334,-0.32572412490844727,328,0.0
2247,7.932,0,69.25716400146484,0.8115513227969751,0.2820595602238326,29.817426681518555,-156.0966796875,-107.0087661743164,7267.05029296875,-12.239999771118164,0.0,0.8271999955177307,7,23787,5.752838611602783,0.38797545433044434,-69.01673126220703,3.0512378215789795,0.01694335974752903,0.03267400711774826,-0.0033398240339010954,1,523.6092259806501,0.0,-0.045321679157495964,0.6543043106794357,-1.0,-0.4408915340900421,-0.08035677671432495,-0.1136946827173233,330,0.0
2248,7.971,0,69.28681945800781,0.81103299508984,0.29455585587418764,29.81731605529785,-155.8659210205078,-109.7698974609375,7289.95361328125,-11.475000381469727,0.0,1.0,7,23791,5.77610445022583,0.3702128529548645,-69.04464721679688,3.0542750358581543,0.014604859054088593,0.09710453450679779,0.02400214783847332,1,526.307501496638,0.0,-0.04232746823254274,1.0,-1.0,0.02245658077299595,0.7584385275840759,-0.05311846360564232,332,0.0
2249,8.013,0,69.33002471923828,0.8107073143491276,0.3065480268873227,29.81720733642578,-155.63522338867188,-112.5350341796875,7302.400390625,-5.174999713897705,0.0,1.0,7,23795,5.7438764572143555,0.3132988214492798,-69.09097290039062,3.0588836669921875,0.009488660842180252,0.12359596788883209,0.006248972844332457,1,529.2202180282075,0.0,-0.01918974420550512,1.0,-1.0,0.17353291809558868,0.8639596700668335,-0.8355413675308228,334,0.0
2250,8.052,0,69.37374114990234,0.810555216548239,0.31610919185118785,29.81709861755371,-155.40626525878906,-115.30029296875,7299.82763671875,7.829999923706055,0.0006855898536741734,1.0,7,23799,5.714449405670166,0.30041930079460144,-69.13733673095703,3.063115358352661,0.008090324699878693,0.07549908757209778,-0.017444295808672905,1,531.9292627908762,0.0,0.0288940379905398,1.0,-0.9038993939757347,0.3606283366680145,0.5546039938926697,0.2002096027135849,335,0.0
2251,8.091,0,69.41670227050781,0.8104966123707851,0.32418444177331013,29.81698226928711,-155.1770782470703,-118.07220458984375,7300.05615234375,17.684999465942383,0.0,1.0,7,23803,5.738269329071045,0.3269096612930298,-69.1783447265625,3.063734769821167,0.011621246114373207,-0.0386846549808979,-0.014735461212694645,1,534.6323437077735,0.0,0.06548386910435511,1.0,-1.0,0.2744237184524536,0.8466311693191528,-0.6529620885848999,337,0.0
2252,8.133,0,69.46025848388672,0.8103346055199789,0.33383832414100323,29.816875457763672,-154.94578552246094,-120.8401107788086,7306.98193359375,17.05500030517578,0.0,1.0,7,23807,5.836874008178711,0.3492603600025177,-69.21369934082031,3.0595388412475586,0.015832705423235893,-0.15113548934459686,0.00473205279558897,1,537.5511957065755,0.0,0.06307906639267458,1.0,-1.0,-0.018036019057035446,0.009832274168729782,-0.6297580003738403,339,0.0
2253,8.172,0,69.49394989013672,0.8098720082459971,0.3461508587966701,29.816774368286133,-154.7100067138672,-123.60916900634766,7301.89697265625,-1.5299999713897705,0.0,0.9154499769210815,7,23811,5.932747840881348,0.37025752663612366,-69.2392578125,3.05294132232666,0.017354130744934082,-0.1533714383840561,-0.0020122553687542677,1,540.2580952009812,0.0,-0.005568787637457717,0.8308568745851517,-1.0,-0.5148589015007019,-0.35238152742385864,-0.9560574889183044,341,0.0
2254,8.211,0,69.52749633789062,0.8094008309765642,0.3585505935230622,29.816661834716797,-154.4710235595703,-126.3792495727539,7312.66064453125,-15.929999351501465,0.0,1.0,7,23815,5.997658729553223,0.39585328102111816,-69.26719665527344,3.0483498573303223,0.014413793571293354,-0.06274827569723129,0.003040807321667671,1,542.9702291499489,0.0,-0.05892006698559271,1.0,-1.0,-0.4001345634460449,0.6534036993980408,-0.6556169986724854,342,0.0
2255,8.253,0,69.57183074951172,0.8092183824008102,0.3685915163805075,29.816553115844727,-154.22850036621094,-129.1697235107422,7323.7587890625,1.125,0.0,1.0,7,23819,6.072774410247803,0.35261186957359314,-69.30538940429688,3.0482676029205322,0.011904893442988396,0.013011334463953972,0.0348748080432415,1,545.8914838492055,0.0,0.0041621958880568855,1.0,-1.0,0.473116934299469,0.15656089782714844,-0.12892812490463257,344,0.0
2256,8.292,0,69.61065673828125,0.8090366366548667,0.3776899319217305,29.816444396972656,-153.98391723632812,-131.9442596435547,7336.23681640625,-13.59000015258789,0.0,1.0,7,23823,6.118452072143555,0.26986607909202576,-69.3407211303711,3.0491111278533936,0.012915737926959991,0.04741548001766205,0.010447203181684017,1,548.6085519151784,0.0,-0.050333094033703674,1.0,-0.9916621446609497,-0.4087146520614624,0.8635623455047607,0.01737053319811821,346,0.0
2257,8.334,0,69.65953063964844,0.8093397918911006,0.38149231757176183,29.816326141357422,-153.73863220214844,-134.7345733642578,7325.5146484375,-7.154999256134033,0.0,1.0,7,23827,6.0799784660339355,0.25573092699050903,-69.3932113647461,3.052773952484131,0.008239476010203362,0.11019241809844971,-0.0258274395018816,1,551.5325954631771,0.0,-0.026442302572831977,1.0,-1.0,0.17918092012405396,0.5871896743774414,-0.8658874034881592,348,0.0
2258,8.373,0,69.70175170898438,0.8097887459190846,0.3820890284066583,29.816219329833984,-153.496337890625,-137.51454162597656,7332.0,-9.044999122619629,0.0,1.0,7,23831,5.999229907989502,0.26528120040893555,-69.44258880615234,3.057465076446533,0.003359614172950387,0.12996618449687958,0.0028084132354706526,1,554.2485479896532,0.0,-0.03354677995230304,1.0,-1.0,-0.05328357592225075,0.8267917633056641,-0.6422100067138672,350,0.0
2259,8.412,0,69.74006652832031,0.8104953160973936,0.37834036524377995,29.816102981567383,-153.25808715820312,-140.31549072265625,7332.2587890625,-12.014999389648438,0.0,0.9882999658584595,7,23835,5.807530879974365,0.29486697912216187,-69.4972152709961,3.0635809898376465,0.0024110341910272837,0.1581711620092392,-0.011112421751022339,1,556.9685765258291,0.0,-0.04438269668753492,0.9765642825514078,-1.0,-0.08126936852931976,-0.048824410885572433,-0.17570990324020386,351,0.0
2260,8.454,0,69.77842712402344,0.8116895586283208,0.36761457540978404,29.815996170043945,-153.03070068359375,-143.09654235839844,7334.08251953125,7.425000190734863,0.0,0.9816499948501587,7,23839,5.601308822631836,0.3799719214439392,-69.55220794677734,3.0695040225982666,0.004344775341451168,0.11432786285877228,-0.011085356585681438,1,559.8986268249646,0.0,0.027401494146033656,0.9632602436468005,-1.0,0.5383813977241516,-0.027716748416423798,-0.6269593238830566,353,0.0
2261,8.493,0,69.81446075439453,0.8132487141384125,0.35128560257164426,29.815887451171875,-152.80935668945312,-145.87954711914062,7338.64794921875,6.300000190734863,0.005225445609539747,1.0,7,23843,5.463868141174316,0.4527754485607147,-69.59884643554688,3.071906566619873,0.0088891526684165,0.022379523143172264,-0.003183360444381833,1,562.618397928949,0.0,0.023298904117837083,1.0,-0.7759737521409988,-0.03076942265033722,0.7149501442909241,0.4667213559150696,355,0.0
2262,8.532,0,69.85271453857422,0.8152583068825947,0.3288958450943097,29.81576919555664,-152.5931854248047,-148.6644744873047,7349.029296875,5.309999465942383,0.0,1.0,7,23847,5.357067584991455,0.4569437801837921,-69.64549255371094,3.0713415145874023,0.010556891560554504,-0.03429803252220154,0.017840970307588577,1,565.3442615948006,0.0,0.01956076762144221,1.0,-1.0,-0.028036022558808327,0.7435964941978455,-0.8290267586708069,357,0.0
2263,8.574,0,69.89415740966797,0.8176028778565283,0.30227148938438914,29.81566047668457,-152.3801727294922,-151.45126342773438,7362.60107421875,6.029999732971191,0.002233645645901561,1.0,7,23851,5.308140277862549,0.36797279119491577,-69.69132995605469,3.0692496299743652,0.01032435242086649,-0.06544699519872665,0.02396111749112606,1,568.2779159446181,0.0,0.022335277222737204,1.0,-0.8427559435367584,0.02080882154405117,0.4988428056240082,0.32759180665016174,359,0.0
2264,8.613,0,69.9336929321289,0.8199560241413362,0.2752363022340515,29.8155517578125,-152.16688537597656,-154.2396240234375,7365.34521484375,22.499998092651367,0.0,1.0,7,23855,5.392200469970703,0.28195321559906006,-69.72492980957031,3.065629005432129,0.012305596843361855,-0.1350788027048111,-0.0038955158088356256,1,571.0136907498454,0.0,0.0834111359945382,1.0,-1.0,0.4580689072608948,0.12928852438926697,-0.5182401537895203,361,0.0
2265,8.652,0,69.97034454345703,0.8217842273053286,0.2552496680227619,29.815433502197266,-151.94700622558594,-157.02908325195312,7367.22314453125,22.994997024536133,0.0,1.0,7,23859,5.608429431915283,0.252184122800827,-69.74475860595703,3.0576417446136475,0.01877489872276783,-0.2274898886680603,-0.013723734766244888,1,573.7338050967519,0.0,0.08514487387583358,1.0,-1.0,0.013003033585846424,0.3520624339580536,-0.10915079712867737,362,0.0
2266,8.694,0,70.00984954833984,0.8228928096289665,0.2460423077929634,29.815324783325195,-151.717041015625,-159.81919860839844,7370.4052734375,-2.115000009536743,0.0,1.0,7,23863,5.860663890838623,0.2596387267112732,-69.76363372802734,3.048156499862671,0.02321120724081993,-0.21862219274044037,-0.0009102187468670309,1,576.6722648474788,0.0,-0.007803249936841894,1.0,-1.0,-0.6971108913421631,0.856822669506073,-0.7432931661605835,364,0.0
2267,8.733,0,70.0478744506836,0.8234204540375071,0.2448902197992197,29.815216064453125,-151.47860717773438,-162.6101531982422,7369.9482421875,-12.28499984741211,0.00031716597732156515,1.0,7,23867,6.052441120147705,0.3037213385105133,-69.78524780273438,3.0417373180389404,0.0206620953977108,-0.10548528283834457,-0.009266836568713188,1,579.4037491161798,0.0,-0.04554382322385209,1.0,-0.9302670285105705,-0.28305429220199585,0.04516301676630974,0.1452770233154297,366,0.0
2268,8.772,0,70.08584594726562,0.8234288662737008,0.25113894047494634,29.81509780883789,-151.23194885253906,-165.4019775390625,7368.818359375,1.2599999904632568,0.0,1.0,7,23871,6.2931060791015625,0.37028977274894714,-69.8017578125,3.0396299362182617,0.01701580174267292,-0.030856041237711906,-0.0021215586457401514,1,582.1392664892155,0.0,0.004715230483270716,1.0,-1.0,0.37694287300109863,0.9334336519241333,-0.2996402978897095,368,0.0
2269,8.814,0,70.12712860107422,0.8227945375456238,0.26710070754244186,29.81498908996582,-150.9751434326172,-168.1943817138672,7371.9189453125,-7.649999618530273,0.0,1.0,7,23875,6.511551380157471,0.4192764461040497,-69.82290649414062,3.039128065109253,0.01917767897248268,0.013099065981805325,0.010096019133925438,1,585.0827032623129,0.0,-0.02828520147158997,1.0,-1.0,-0.24750322103500366,0.0863390862941742,-0.7276970148086548,369,0.0
2270,8.853,0,70.16452026367188,0.8217105000386746,0.2888032733529518,29.81488037109375,-150.71240234375,-170.98785400390625,7390.373046875,-6.210000038146973,0.0,1.0,7,23879,6.61748743057251,0.37090444564819336,-69.85077667236328,3.0406665802001953,0.019497597590088844,0.056096628308296204,0.03997150808572769,1,587.8225969826053,0.0,-0.022924834695004392,1.0,-1.0,0.04020274803042412,0.1680423766374588,-0.850437343120575,371,0.0
2271,8.892,0,70.20027923583984,0.8203739404701644,0.3138080161462805,29.81476402282715,-150.4468994140625,-173.78257751464844,7395.30224609375,-11.519999504089355,0.0009857990080490708,0.9781000018119812,7,23883,6.635566234588623,0.28346627950668335,-69.88539123535156,3.043814182281494,0.016396544873714447,0.09547711163759232,-0.0035801874473690987,1,590.5536092922885,0.0,-0.042699588295363355,0.9562158435583115,-0.888230174779892,-0.14831064641475677,-0.09121699631214142,0.23285381495952606,373,0.0
2272,8.934,0,70.24398803710938,0.8192024271152849,0.33775743651533163,29.814655303955078,-150.18299865722656,-176.57901000976562,7390.6025390625,-13.5,0.00032045270199887455,1.0,7,23887,6.541067123413086,0.26234954595565796,-69.93828582763672,3.048821449279785,0.01242862083017826,0.15215793251991272,-0.028419971466064453,1,593.5050693686899,0.0,-0.0499683616872062,1.0,-0.9299330003559589,-0.05451579764485359,0.1363515704870224,-0.0868808850646019,375,0.0
2273,8.973,0,70.28437042236328,0.8183178050254881,0.35704438827677976,29.814537048339844,-149.91815185546875,-179.4456329345703,7392.056640625,-6.659999847412109,0.0,1.0,7,23891,6.387240886688232,0.2833615839481354,-69.99297332763672,3.0553057193756104,0.008567499928176403,0.1660914272069931,-0.01045091450214386,1,596.2461644392097,0.0,-0.024706587028049398,1.0,-1.0,0.1894633024930954,0.36504849791526794,-0.5736569166183472,377,0.0
2274,9.015,0,70.32562255859375,0.8178884151972482,0.36997973937874934,29.814428329467773,-149.66458129882812,-182.2647705078125,7393.935546875,9.899999618530273,0.0,0.9921499490737915,7,23895,6.238482475280762,0.32751333713531494,-70.047607421875,3.0612518787384033,0.007528009824454784,0.09367085248231888,-0.0029447509441524744,1,599.1972383673237,0.0,0.036542743611789774,0.9843104928731918,-1.0,0.459369957447052,-0.03268647566437721,-0.8596630096435547,379,0.0
2275,9.054,0,70.3641128540039,0.8177194146255188,0.37874334716367564,29.81431770324707,-149.41734313964844,-185.06761169433594,7393.1484375,3.375,0.0,1.0,7,23899,6.110901832580566,0.39608457684516907,-70.09713745117188,3.0628345012664795,0.010600251145660877,0.008681358769536018,-0.009102513082325459,1,601.9430959333877,0.0,0.012469077650166582,1.0,-1.0,-0.18055248260498047,0.7521829605102539,-0.7247399091720581,380,0.0
2276,9.096,0,70.40412139892578,0.8179000637442826,0.382781469427414,29.814199447631836,-149.17462158203125,-187.88540649414062,7406.1474609375,1.6200000047683716,0.002638564445078373,1.0,7,23903,5.9776458740234375,0.4198400676250458,-70.14864349365234,3.0622165203094482,0.011079719290137291,-0.025839654728770256,0.023833872750401497,1,604.8999191804469,0.0,0.006076962854422163,1.0,-0.8314411491155624,-0.04794085770845413,0.49271658062934875,0.3511642813682556,382,0.0
2277,9.135,0,70.44000244140625,0.818363996857518,0.38211288339670807,29.814090728759766,-148.9376220703125,-190.6952667236328,7414.6796875,-18.94499969482422,0.0,1.0,7,23907,5.824357986450195,0.37180769443511963,-70.19780731201172,3.0616888999938965,0.00954670924693346,0.024819999933242798,0.012492410838603973,1,607.6463345162592,0.0,-0.07003728190466063,1.0,-1.0,-0.5708568096160889,0.47963947057724,-0.8340022563934326,384,0.0
2278,9.174,0,70.47489166259766,0.8193254159137977,0.374222413333215,29.813980102539062,-148.70851135253906,-193.50416564941406,7419.142578125,-0.7199999690055847,0.0,1.0,7,23911,5.663403034210205,0.3412249684333801,-70.24613952636719,3.0643978118896484,0.007306024432182312,0.08028919994831085,-0.019490551203489304,1,610.3912481642874,0.0,-0.0025704939107527025,1.0,-1.0,0.5060008764266968,0.8595110774040222,-0.6096652150154114,386,0.0
2279,9.216,0,70.5206069946289,0.8207312910513123,0.36182321695242803,29.813861846923828,-148.48391723632812,-196.31509399414062,7417.55615234375,3.059999942779541,0.0,1.0,7,23915,5.570707321166992,0.3300965130329132,-70.2994613647461,3.067138910293579,0.009163974784314632,0.04540593549609184,0.0006280603120103478,1,613.351889988855,0.0,0.011260398830927443,1.0,-1.0,0.10373169183731079,0.8159605860710144,-0.8254931569099426,388,0.0
2280,9.255,0,70.56156921386719,0.8221740349311449,0.3481327854374554,29.813753128051758,-148.26219177246094,-199.1279296875,7421.34228515625,7.199999809265137,0.0,1.0,7,23919,5.523730754852295,0.2896879315376282,-70.34442901611328,3.0678582191467285,0.011049472726881504,-0.008260275237262249,0.019689437001943588,1,616.1040117382472,0.0,0.02664617745176656,1.0,-1.0,0.11539333313703537,0.6267162561416626,-0.4069092273712158,389,0.0
2281,9.294,0,70.58612060546875,0.8233976053752016,0.33485112494753505,29.813657760620117,-148.0421600341797,-201.94241333007812,7410.23583984375,-3.734999895095825,0.0,0.8278999924659729,7,23923,5.461125373840332,0.25778234004974365,-70.37406921386719,3.0669398307800293,0.010793725028634071,-0.01679590344429016,0.00515356520190835,1,618.8551037588732,0.0,-0.013820697386108804,0.6557022035121918,-1.0,-0.30350154638290405,-0.7172870635986328,-0.05892398953437805,391,0.0
2282,9.336,0,70.601806640625,0.8246054173030843,0.32033546251211736,29.813556671142578,-147.82618713378906,-204.7578887939453,7407.9384765625,-17.90999984741211,0.004526952281594276,0.8602499961853027,7,23927,5.305382251739502,0.2761567533016205,-70.40164947509766,3.0675156116485596,0.007047354709357023,0.06111700087785721,-0.004142444580793381,1,621.8210658487333,0.0,-0.06629546435578959,0.7204743847250938,-0.7889645844697952,-0.3935607373714447,0.13494203984737396,0.4396571218967438,393,0.0
